PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked_Q,Embarked_S
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",1,0.9162708798428792,0.4327933656785018,6.974147318082627,CA 2144,0.2958951755118318,False,True
683,0,3,"Olsvigen, Mr. Thor Anderson",0,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,6563,-0.4626791642426904,False,True
684,0,3,"Goodwin, Mr. Charles Edward",0,-1.0814804580274051,4.0621476133918675,2.0089333664952354,CA 2144,0.2958951755118318,False,True
685,0,2,"Brown, Mr. Thomas William Solomon",0,2.087366491697874,0.4327933656785018,0.7676298785983874,29750,0.13683114673782454,False,True
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",0,-0.3237127091800559,0.4327933656785018,2.0089333664952354,SC/Paris 2123,0.18876253192945994,False,False
687,0,3,"Panula, Mr. Jaako Arnold",0,-1.0814804580274051,3.1548090514635256,0.7676298785983874,3101295,0.1506737441786005,False,True
688,0,3,"Dakic, Mr. Branko",0,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,349228,-0.44363577710162005,False,True
689,0,3,"Fischer, Mr. Eberhard Thelander",0,-0.8059285493556418,-0.47454519624983954,-0.4736736092984604,350036,-0.49145565916975514,False,True
691,1,1,"Dick, Mr. Albert Adrian",0,0.08961515382758917,0.4327933656785018,-0.4736736092984604,17474,0.49925551609632224,False,True
692,1,3,"Karun, Miss. Manca",1,-1.7703602297068137,-0.47454519624983954,0.7676298785983874,349256,-0.37828059596268965,False,False
694,0,3,"Saad, Mr. Khalil",0,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,2672,-0.5029485386158568,False,False
695,0,1,"Weir, Col. John",0,2.087366491697874,-0.47454519624983954,-0.4736736092984604,113800,-0.11384570873513637,False,True
696,0,2,"Chapman, Mr. Charles Henry",0,1.5362626743543468,-0.47454519624983954,-0.4736736092984604,248731,-0.3766033765200472,False,True
697,0,3,"Kelly, Mr. James",0,0.9851588570108202,-0.47454519624983954,-0.4736736092984604,363592,-0.4863374216869257,False,True
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,0.8473829026749384,-0.47454519624983954,-0.4736736092984604,348121,-0.494391296561559,False,True
702,1,1,"Silverthorne, Mr. Spencer Victor",0,0.36516706249935255,-0.47454519624983954,-0.4736736092984604,PC 17475,-0.11913106412161445,False,True
703,0,3,"Barbara, Miss. Saiide",1,-0.8059285493556418,-0.47454519624983954,0.7676298785983874,2691,-0.3573908580066095,False,False
704,0,3,"Gallagher, Mr. Martin",0,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,36864,-0.4925449457465493,True,False
705,0,3,"Hansen, Mr. Henrik Juul",0,-0.25482473201211503,0.4327933656785018,-0.4736736092984604,350025,-0.4902797934380587,False,True
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,0.6407189711711159,-0.47454519624983954,-0.4736736092984604,250655,-0.12491978668775715,False,True
707,1,2,"Kelly, Mrs. Florence ""Fannie""",1,1.054046834178761,-0.47454519624983954,-0.4736736092984604,223596,-0.3766033765200472,False,True
708,1,1,"Calderhead, Mr. Edward Pennington",0,0.8473829026749384,-0.47454519624983954,-0.4736736092984604,PC 17476,-0.11913106412161445,False,True
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,PC 17482,0.3483299278831318,False,False
713,1,1,"Taylor, Mr. Elmer Zebley",0,1.2607107656825836,0.4327933656785018,-0.4736736092984604,19996,0.39858208016340624,False,True
714,0,3,"Larsson, Mr. August Viktor",0,-0.04816080050829252,-0.47454519624983954,-0.4736736092984604,7545,-0.457478374542396,False,True
715,0,2,"Greenberg, Mr. Samuel",0,1.5362626743543468,-0.47454519624983954,-0.4736736092984604,250647,-0.3866707201133388,False,True
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",0,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,348124,-0.494391296561559,False,True
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",1,-0.1859367548441742,-0.47454519624983954,-0.4736736092984604,34218,-0.43700743807979686,False,True
720,0,3,"Johnson, Mr. Malkolm Joackim",0,0.22739110816347086,-0.47454519624983954,-0.4736736092984604,347062,-0.4918744606632361,False,True
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",1,-1.6325842753709319,-0.47454519624983954,0.7676298785983874,248727,0.016023023618325298,False,True
722,0,3,"Jensen, Mr. Svend Lauritz",0,-0.8748165265235827,0.4327933656785018,-0.4736736092984604,350048,-0.5063875431873253,False,True
723,0,2,"Gillespie, Mr. William Henry",0,0.2962790853314117,-0.47454519624983954,-0.4736736092984604,12233,-0.3866707201133388,False,True
724,0,2,"Hodges, Mr. Henry Price",0,1.3984867200184652,-0.47454519624983954,-0.4736736092984604,250643,-0.3866707201133388,False,True
725,1,1,"Chambers, Mr. Norman Campbell",0,-0.1859367548441742,0.4327933656785018,-0.4736736092984604,113806,0.4207302360686478,False,True
726,0,3,"Oreskovic, Mr. Luka",0,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,315094,-0.47400492578514347,False,True
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",1,0.020727176659648322,2.2474704895351842,-0.4736736092984604,31027,-0.22559322262067316,False,True
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",0,-0.3237127091800559,0.4327933656785018,-0.4736736092984604,236853,-0.12491978668775715,False,True
730,0,3,"Ilmakangas, Miss. Pieta Sofia",1,-0.3237127091800559,0.4327933656785018,-0.4736736092984604,STON/O2. 3101271,-0.4888542575852486,False,True
732,0,3,"Hassan, Mr. Houssein G N",0,-1.2881443895312277,-0.47454519624983954,-0.4736736092984604,2699,-0.2701412180209885,False,False
734,0,2,"Berriman, Mr. William John",0,-0.4614886635159376,-0.47454519624983954,-0.4736736092984604,28425,-0.3866707201133388,False,True
735,0,2,"Troupiansky, Mr. Moses Aaron",0,-0.4614886635159376,-0.47454519624983954,-0.4736736092984604,233639,-0.3866707201133388,False,True
736,0,3,"Williams, Mr. Leslie",0,-0.08260478909226295,-0.47454519624983954,-0.4736736092984604,54636,-0.32425318983493084,False,True
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",1,1.2607107656825836,0.4327933656785018,3.250236854392083,W./C. 6608,0.04370821849987721,False,True
744,0,3,"McNamee, Mr. Neal",0,-0.3926006863479967,0.4327933656785018,-0.4736736092984604,376566,-0.32425318983493084,False,True
745,1,3,"Stranden, Mr. Juho",0,0.08961515382758917,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101288,-0.4888542575852486,False,True
747,0,3,"Abbott, Mr. Rossmore Edward",0,-0.9437045036915235,0.4327933656785018,0.7676298785983874,C.A. 2673,-0.24069423801061057,False,True
748,1,2,"Sinkkonen, Miss. Anna",1,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,250648,-0.3866707201133388,False,True
749,0,1,"Marvin, Mr. Daniel Warner",0,-0.7370405721877009,0.4327933656785018,-0.4736736092984604,113773,0.4207302360686478,False,True
750,0,3,"Connaghton, Mr. Michael",0,0.08961515382758917,-0.47454519624983954,-0.4736736092984604,335097,-0.49237782784290063,True,False
751,1,2,"Wells, Miss. Joan",1,-1.7703602297068137,0.4327933656785018,0.7676298785983874,29103,-0.18532384824750675,False,True
752,1,3,"Moor, Master. Meier",0,-1.6325842753709319,-0.47454519624983954,0.7676298785983874,392096,-0.397241430886295,False,True
753,0,3,"Vande Velde, Mr. Johannes Joseph",0,0.22739110816347086,-0.47454519624983954,-0.4736736092984604,345780,-0.45714212526638004,False,True
754,0,3,"Jonkoff, Mr. Lalio",0,-0.4614886635159376,-0.47454519624983954,-0.4736736092984604,349204,-0.4894421904510968,False,True
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",1,1.2607107656825836,0.4327933656785018,2.0089333664952354,220845,0.6603330135889879,False,True
756,1,2,"Hamalainen, Master. Viljo",0,-1.9997571936760565,0.4327933656785018,0.7676298785983874,250649,-0.35646868933346404,False,True
757,0,3,"Carlsson, Mr. August Sigfrid",0,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,350042,-0.49145565916975514,False,True
758,0,2,"Bailey, Mr. Percy Andrew",0,-0.8059285493556418,-0.47454519624983954,-0.4736736092984604,29108,-0.41687275089321363,False,True
759,0,3,"Theobald, Mr. Thomas Leonard",0,0.2962790853314117,-0.47454519624983954,-0.4736736092984604,363294,-0.4863374216869257,False,True
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",0,0.7784949255069976,-0.47454519624983954,-0.4736736092984604,SOTON/O2 3101272,-0.5049620073345151,False,True
763,1,3,"Barah, Mr. Hanna Assi",0,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,2663,-0.5028639729296732,False,False
765,0,3,"Eklund, Mr. Hans Linus",0,-0.9437045036915235,-0.47454519624983954,-0.4736736092984604,347074,-0.4918744606632361,False,True
768,0,3,"Mangan, Miss. Mary",1,0.055171165243618744,-0.47454519624983954,-0.4736736092984604,364850,-0.49237782784290063,True,False
770,0,3,"Gronnestad, Mr. Daniel Danielsen",0,0.15850313099553,-0.47454519624983954,-0.4736736092984604,8471,-0.4800453319411184,False,True
771,0,3,"Lievens, Mr. Rene Aime",0,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,345781,-0.45714212526638004,False,True
772,0,3,"Jensen, Mr. Niels Peder",0,1.2607107656825836,-0.47454519624983954,-0.4736736092984604,350047,-0.4902797934380587,False,True
773,0,2,"Mack, Mrs. (Mary)",1,1.880702560194051,-0.47454519624983954,-0.4736736092984604,S.O./P.P. 3,-0.43700743807979686,False,True
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",1,1.6740386286902287,0.4327933656785018,3.250236854392083,29105,-0.18532384824750675,False,True
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0,-0.8059285493556418,-0.47454519624983954,-0.4736736092984604,347078,-0.49237782784290063,False,True
778,1,3,"Emanuel, Miss. Virginia Ethel",1,-1.7014722525388728,-0.47454519624983954,-0.4736736092984604,364516,-0.397241430886295,False,True
781,1,3,"Ayoub, Miss. Banoura",1,-1.150368435195346,-0.47454519624983954,-0.4736736092984604,2687,-0.5028639729296732,False,False
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,-0.8748165265235827,0.4327933656785018,-0.4736736092984604,17474,0.49925551609632224,False,True
783,0,1,"Long, Mr. Milton Clyde",0,-0.04816080050829252,-0.47454519624983954,-0.4736736092984604,113501,-0.04438103794142432,False,True
785,0,3,"Ali, Mr. William",0,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 3101312,-0.5064721088735089,False,True
786,0,3,"Harmer, Mr. Abraham (David Lishin)",0,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,374887,-0.5024451714361923,False,True
787,1,3,"Sjoblom, Miss. Anna Sofia",1,-0.8059285493556418,-0.47454519624983954,-0.4736736092984604,3101265,-0.4974960653257301,False,True
788,0,3,"Rice, Master. George Hugh",0,-1.4948083210350502,3.1548090514635256,0.7676298785983874,382652,-0.06199888922968463,True,False
789,1,3,"Dean, Master. Bertram Vere",0,-1.977024161210636,0.4327933656785018,2.0089333664952354,C.A. 2315,-0.23415046467497105,False,True
792,0,2,"Gaskell, Mr. Alfred",0,-0.9437045036915235,-0.47454519624983954,-0.4736736092984604,239865,-0.12491978668775715,False,True
795,0,3,"Dantcheff, Mr. Ristiu",0,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,349203,-0.4894421904510968,False,True
796,0,2,"Otter, Mr. Richard",0,0.6407189711711159,-0.47454519624983954,-0.4736736092984604,28213,-0.3866707201133388,False,True
797,1,1,"Leader, Dr. Alice (Farnham)",1,1.3295987428505243,-0.47454519624983954,-0.4736736092984604,17465,-0.1263453225405672,False,True
798,1,3,"Osman, Mrs. Mara",1,0.08961515382758917,-0.47454519624983954,-0.4736736092984604,349244,-0.4735861242916626,False,True
799,0,3,"Ibrahim Shawah, Mr. Yousseff",0,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,2685,-0.5028639729296732,False,False
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",1,0.020727176659648322,0.4327933656785018,0.7676298785983874,345773,-0.1621689579829361,False,True
801,0,2,"Ponesell, Mr. Martin",0,0.2962790853314117,-0.47454519624983954,-0.4736736092984604,250647,-0.3866707201133388,False,True
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",1,0.08961515382758917,0.4327933656785018,0.7676298785983874,C.A. 31921,-0.11988611489111134,False,True
804,1,3,"Thomas, Master. Assad Alexander",0,-2.0169791879680417,-0.47454519624983954,0.7676298785983874,2625,-0.47694056317694733,False,False
805,1,3,"Hedman, Mr. Oskar Arvid",0,-0.1859367548441742,-0.47454519624983954,-0.4736736092984604,347089,-0.5079822104125026,False,True
806,0,3,"Johansson, Mr. Karl Johan",0,0.08961515382758917,-0.47454519624983954,-0.4736736092984604,347063,-0.4918744606632361,False,True
807,0,1,"Andrews, Mr. Thomas Jr",0,0.6407189711711159,-0.47454519624983954,-0.4736736092984604,112050,-0.6484216535389205,False,True
808,0,3,"Pettersson, Miss. Ellen Natalia",1,-0.8059285493556418,-0.47454519624983954,-0.4736736092984604,347087,-0.4918744606632361,False,True
809,0,2,"Meyer, Mr. August",0,0.6407189711711159,-0.47454519624983954,-0.4736736092984604,248723,-0.3866707201133388,False,True
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,0.22739110816347086,0.4327933656785018,-0.4736736092984604,113806,0.4207302360686478,False,True
811,0,3,"Alexander, Mr. William",0,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,3474,-0.4896093083547455,False,True
812,0,3,"Lester, Mr. James",0,0.6407189711711159,-0.47454519624983954,-0.4736736092984604,A/4 48871,-0.1621689579829361,False,True
813,0,2,"Slemen, Mr. Richard James",0,0.36516706249935255,-0.47454519624983954,-0.4736736092984604,28206,-0.43700743807979686,False,True
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",1,-1.6325842753709319,3.1548090514635256,2.0089333664952354,347082,-0.01870931177853076,False,True
815,0,3,"Tomlin, Mr. Ernest Portage",0,0.055171165243618744,-0.47454519624983954,-0.4736736092984604,364499,-0.4863374216869257,False,True
817,0,3,"Heininen, Miss. Wendla Maria",1,-0.4614886635159376,-0.47454519624983954,-0.4736736092984604,STON/O2. 3101290,-0.4888542575852486,False,True
818,0,2,"Mallet, Mr. Albert",0,0.08961515382758917,0.4327933656785018,0.7676298785983874,S.C./PARIS 2079,0.09664633805084172,False,False
819,0,3,"Holm, Mr. John Fredrik Alexander",0,0.9162708798428792,-0.47454519624983954,-0.4736736092984604,C 7075,-0.5185529211854588,False,True
820,0,3,"Skoog, Master. Karl Thorsten",0,-1.3570323666991686,2.2474704895351842,2.0089333664952354,347088,-0.08666388103324908,False,True
822,1,3,"Lulic, Mr. Nikola",0,-0.1859367548441742,-0.47454519624983954,-0.4736736092984604,315098,-0.47400492578514347,False,True
823,0,1,"Reuchlin, Jonkheer. John George",0,0.571830994003175,-0.47454519624983954,-0.4736736092984604,19972,-0.6484216535389205,False,True
824,1,3,"Moor, Mrs. (Beila)",1,-0.1859367548441742,-0.47454519624983954,0.7676298785983874,392096,-0.397241430886295,False,True
825,0,3,"Panula, Master. Urho Abraham",0,-1.9081361840426954,3.1548090514635256,0.7676298785983874,3101295,0.1506737441786005,False,True
828,1,2,"Mallet, Master. Andre",0,-1.977024161210636,-0.47454519624983954,2.0089333664952354,S.C./PARIS 2079,0.09664633805084172,False,False
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",1,-1.0125924808594644,0.4327933656785018,-0.4736736092984604,2659,-0.3573908580066095,False,False
832,1,2,"Richards, Master. George Sibley",0,-1.9887351173291863,0.4327933656785018,0.7676298785983874,29106,-0.2708962687904854,False,True
834,0,3,"Augustsson, Mr. Albert",0,-0.4614886635159376,-0.47454519624983954,-0.4736736092984604,347468,-0.4902797934380587,False,True
835,0,3,"Allum, Mr. Owen George",0,-0.8059285493556418,-0.47454519624983954,-0.4736736092984604,2223,-0.48130374989027985,False,True
837,0,3,"Pasic, Mr. Jakob",0,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,315097,-0.47400492578514347,False,True
839,1,3,"Chip, Mr. Chang",0,0.15850313099553,-0.47454519624983954,-0.4736736092984604,1601,0.48910360681684706,False,True
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",0,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,SOTON/O2 3101287,-0.4888542575852486,False,True
842,0,2,"Mudd, Mr. Thomas Charles",0,-0.9437045036915235,-0.47454519624983954,-0.4736736092984604,S.O./P.P. 3,-0.43700743807979686,False,True
843,1,1,"Serepeca, Miss. Augusta",1,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,113798,-0.024246350754841113,False,False
844,0,3,"Lemberopolous, Mr. Peter L",0,0.33072307391538214,-0.47454519624983954,-0.4736736092984604,2683,-0.5188046047752911,False,False
845,0,3,"Culumovic, Mr. Jeso",0,-0.8748165265235827,-0.47454519624983954,-0.4736736092984604,315090,-0.47400492578514347,False,True
846,0,3,"Abbing, Mr. Anthony",0,0.8473829026749384,-0.47454519624983954,-0.4736736092984604,C.A. 5547,-0.49640476528021726,False,True
848,0,3,"Markoff, Mr. Marin",0,0.36516706249935255,-0.47454519624983954,-0.4736736092984604,349213,-0.4894421904510968,False,False
849,0,2,"Harper, Rev. John",0,-0.11704877767623337,-0.47454519624983954,0.7676298785983874,248727,0.016023023618325298,False,True
851,0,3,"Andersson, Master. Sigvard Harald Elias",0,-1.7703602297068137,3.1548090514635256,2.0089333664952354,347082,-0.01870931177853076,False,True
853,0,3,"Boulos, Miss. Nourelain",1,-1.4259203438671093,0.4327933656785018,0.7676298785983874,2678,-0.3414522396297103,False,False
854,1,1,"Lines, Miss. Mary Conover",1,-0.9437045036915235,-0.47454519624983954,0.7676298785983874,PC 17592,0.14488502161245778,False,True
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",1,0.9851588570108202,0.4327933656785018,-0.4736736092984604,244252,-0.12491978668775715,False,True
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",1,-0.8059285493556418,-0.47454519624983954,0.7676298785983874,392091,-0.4601623283443675,False,True
858,1,1,"Daly, Mr. Peter Denis ",0,1.4673746971864061,-0.47454519624983954,-0.4736736092984604,113055,-0.11384570873513637,False,True
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",1,-0.3926006863479967,-0.47454519624983954,3.250236854392083,2666,-0.26066180729354516,False,False
861,0,3,"Hansen, Mr. Claus Peter",0,0.7784949255069976,1.340131927606843,-0.4736736092984604,350026,-0.36435544630444866,False,True
862,0,2,"Giles, Mr. Frederick Edward",0,-0.5992646178518193,0.4327933656785018,-0.4736736092984604,28134,-0.41687275089321363,False,True
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,1.2607107656825836,-0.47454519624983954,-0.4736736092984604,17466,-0.1263453225405672,False,True
865,0,2,"Gill, Mr. John William",0,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,233866,-0.3866707201133388,False,True
866,1,2,"Bystrom, Mrs. (Karolina)",1,0.8473829026749384,-0.47454519624983954,-0.4736736092984604,236852,-0.3866707201133388,False,True
867,1,2,"Duran y More, Miss. Asuncion",1,-0.1859367548441742,0.4327933656785018,-0.4736736092984604,SC/PARIS 2149,-0.3693891181010945,False,False
868,0,1,"Roebling, Mr. Washington Augustus II",0,0.08961515382758917,-0.47454519624983954,-0.4736736092984604,PC 17590,0.3682954836973478,False,True
870,1,3,"Johnson, Master. Harold Theodor",0,-1.7703602297068137,0.4327933656785018,0.7676298785983874,347742,-0.4242561406845337,False,True
871,0,3,"Balkic, Mr. Cerin",0,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,349248,-0.4894421904510968,False,True
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,1.1918227885146426,0.4327933656785018,0.7676298785983874,11751,0.40974072380221066,False,True
873,0,1,"Carlsson, Mr. Frans Olof",0,0.22739110816347086,-0.47454519624983954,-0.4736736092984604,695,-0.5477482176060045,False,True
874,0,3,"Vander Cruyssen, Mr. Victor",0,1.1918227885146426,-0.47454519624983954,-0.4736736092984604,345765,-0.46720946885967163,False,True
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",1,-0.11704877767623337,0.4327933656785018,-0.4736736092984604,P/PP 3381,-0.16518916106092355,False,False
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",1,-1.0125924808594644,-0.47454519624983954,-0.4736736092984604,2667,-0.5029485386158568,False,False
877,0,3,"Gustafsson, Mr. Alfred Ossian",0,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,7534,-0.45017955043725955,False,True
878,0,3,"Petroff, Mr. Nedelio",0,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,349212,-0.4894421904510968,False,True
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",1,-0.3237127091800559,-0.47454519624983954,0.7676298785983874,230433,-0.12491978668775715,False,True
882,0,3,"Markun, Mr. Johann",0,0.22739110816347086,-0.47454519624983954,-0.4736736092984604,349257,-0.4894421904510968,False,True
883,0,3,"Dahlberg, Miss. Gerda Ulrika",1,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,7552,-0.4366711888037809,False,True
884,0,2,"Banfield, Mr. Frederick James",0,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,C.A./SOTON 34068,-0.43700743807979686,False,True
885,0,3,"Sutehall, Mr. Henry Jr",0,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,SOTON/OQ 392076,-0.5064721088735089,False,True
886,0,3,"Rice, Mrs. William (Margaret Norton)",1,0.6407189711711159,-0.47454519624983954,5.73284383018578,382652,-0.06199888922968463,True,False
887,0,2,"Montvila, Rev. Juozas",0,-0.1859367548441742,-0.47454519624983954,-0.4736736092984604,211536,-0.3866707201133388,False,True
888,1,1,"Graham, Miss. Margaret Edith",1,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,112053,-0.04438103794142432,False,True
890,1,1,"Behr, Mr. Karl Howell",0,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,111369,-0.04438103794142432,False,False
891,0,3,"Dooley, Mr. Patrick",0,0.15850313099553,-0.47454519624983954,-0.4736736092984604,370376,-0.49237782784290063,True,False
